Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
sprkt-332-3-spln-13t-6-spd,SPRKT 3/32' 3-Spln 13T 6-Spd,"",Brompton,,Teile > Getriebe und Übersetzung,"accessory, Brompton, Getriebe und Übersetzung, imported-2025-08-07, imported-ecom, Teile",true,Title,Default Title,,,,,,,,Q100040,0.0,shopify,deny,manual,11.00,,true,true,'5053099024049,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/thumbnailq100040.jpg?v=1754585074,1,SPRKT 3/32' 3-Spln 13T 6-Spd,false,SPRKT 3/32' 3-Spln 13T 6-Spd,,,,,,new,FALSE,Brompton,,,,,,,,,,g,,5.61,active
sprkt-set-332-9spln-1216t-2spd,SPRKT Set 3/32 9Spln 12/16T 2Spd,"",Brompton,,Teile > Getriebe und Übersetzung,"accessory, Brompton, Getriebe und Übersetzung, imported-2025-08-07, imported-ecom, Teile",true,Title,Default Title,,,,,,,,Q101613,0.0,shopify,deny,manual,15.00,,true,true,'5053099024148,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/thumbnailqrsprstack-bb2.jpg?v=1754585073,1,SPRKT Set 3/32 9Spln 12/16T 2Spd,false,SPRKT Set 3/32 9Spln 12/16T 2Spd,,,,,,new,FALSE,Brompton,,,,,,,,,,g,,7.65,active
dr-gear-brk-lev-lh-2spd-17on-blk,DR Gear / BRK LEV LH 2spd 17ON BLK,"",Brompton,,Teile > Getriebe und Übersetzung,"accessory, Brompton, Getriebe und Übersetzung, imported-2025-08-07, imported-ecom, Teile",true,Title,Default Title,,,,,,,,Q100658,0.0,shopify,deny,manual,52.00,,true,true,'5053099002993,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/thumbnailq100658.jpg?v=1754585072,1,DR Gear / BRK LEV LH 2spd 17ON BLK,false,DR Gear / BRK LEV LH 2spd 17ON BLK,,,,,,new,FALSE,Brompton,,,,,,,,,,g,,26.51,active
acid-fahrradstaender-fm-rookie-easy-s,ACID Fahrradständer FM ROOKIE EASY S,<p>Der besonders leichte ACID Fahrradständer FM ROOKIE EASY S passt auf alle CUBE Kinderfahrräder mit Flat Mount Schnittstelle. Die Größe S ist perfekt für Bikes mit Laufradgrößen von 12'' bis 18''. Die Formensprache mit größerem Radius und weichen Kanten ist auf unsere CUBE ROOKIE-Bikes abgestimmt. Die Länge lässt sich werkzeuglos verstellen.</p>,ACID,,Zubehör > Ständer,"ACID, imported-2025-08-07, imported-ecom, kickstand, parking, stand, Ständer, Zubehör",true,Title,Default Title,,,,,,,,'98313,0.0,shopify,deny,manual,12.90,16.90,true,true,'4054571168306,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/98313-f1-00.png?v=1754585071,1,ACID Fahrradständer FM ROOKIE EASY S,false,ACID Kickstand FM ROOKIE EASY S,Der besonders leichte ACID Fahrradständer FM ROOKIE EASY S passt auf alle CUBE Kinderfahrräder mit Flat Mount Schnittstelle. Die Größe S ist perfekt für Bikes m,,,,,new,FALSE,ACID,,,,,,,,,,g,,6.22,active
acid-saddle-nuance-gravel,ACID Saddle NUANCE GRAVEL,"",ACID,,Teile > Sattel,"accessory, ACID, adventure, gravel, imported-2025-08-07, imported-ecom, Sattel, Teile",true,Title,Default Title,,,,,,,,'94849,0.0,shopify,deny,manual,74.90,,true,true,'4054571230638,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/94849-f1-00.png?v=1754585070,1,ACID Saddle NUANCE GRAVEL,false,ACID Saddle NUANCE GRAVEL,,,,,,new,FALSE,ACID,,,,,,,,,,g,,29.10,active
acid-sattelstuetzen-reduzierhuelse-272-3009-mm,ACID Sattelstützen Reduzierhülse 27.2 / 30.09 mm,<p>Ist der Durchmesser deiner Sattelstütze zu klein für dein Sitzrohr oder hast du dich für mehr Flex und höheren Sitzkomfort bewusst für einen kleineren Durchmesser entschieden? Dann kannst du mit dieser eloxierten Reduzierhülse aus Aluminium den Sitzrohr-Innendurchmesser deines Rahmens an den Außendurchmesser deiner Sattelstütze anpassen. Wichtig: Es gibt drei Größen – also vorher genau ausmessen!</p>,ACID,,Teile > Sattelstütze,"accessory, ACID, imported-2025-08-07, imported-ecom, Sattelstütze, Teile",true,Title,Default Title,,,,,,,,'93861,0.0,shopify,deny,manual,8.90,,true,true,'4054571238108,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/4054571238108_9748c7ec-c486-40b0-8c4a-c17092769220.png?v=1754585070,1,ACID Sattelstützen Reduzierhülse 27.2 / 30.09 mm,false,ACID Seatpost Adapter 27.2 / 30.09 mm,Ist der Durchmesser deiner Sattelstütze zu klein für dein Sitzrohr oder hast du dich für mehr Flex und höheren Sitzkomfort bewusst für einen kleineren Durchmess,,,,,new,FALSE,ACID,,,,,,,,,,g,,3.58,active
acid-scheibenbremsbelag-magura-mt-2-4-6-8,ACID Scheibenbremsbelag Magura MT-2-4-6-8,"<p>Reibmittel der ""Organic""-Kategorie bestehend aus Fasern, die aus Glas, Gummi, Carbon bzw. Kevlar® und Twaron® gewonnen werden können. Ferner bestehen sie aus Füllstoffen und temperarturresistenten Kunst- bzw. Naturharzen. Diese Beläge gelten als weicher, leiser, sie stehen aber auch im Ruf eines schnellen Verschleißes und Entwicklung von mehr Bremsstaub. Dazu entwickeln sie, vor allem nach einer erhöhten Temperaturbeaufschlagung, ein schlechteres Reibeverhalten. Sie sind für den Hobby- und Einsteigerbereich konzipiert.</p>",ACID,,Teile > Bremsen,"accessory, ACID, Bremsen, imported-2025-08-07, imported-ecom, Teile",true,Title,Default Title,,,,,,,,'93645,0.0,shopify,deny,manual,18.90,,true,true,'4054571164254,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/93645-0.png?v=1754585069,1,ACID Scheibenbremsbelag Magura MT-2-4-6-8,false,ACID Disc Brake Pad Magura MT-2-4-6-8,"Reibmittel der ""Organic""-Kategorie bestehend aus Fasern, die aus Glas, Gummi, Carbon bzw. Kevlar® und Twaron® gewonnen werden können. Ferner bestehen sie aus Fü",,,,,new,FALSE,ACID,,,,,,,,,,g,,3.72,active
acid-pedals-flat-a2-ib-hybrid-r-black,ACID Pedals FLAT A2-IB Hybrid R - black,"<p>Auf den optimalen Halt meiner Pedale würde ich nie verzichten wollen, jedoch kann ich auf die schmerzhaften Wunden an meinen Waden verzichten, wenn ich doch mal abrutsche. Mit meinen ACID FLAT A2-IB Hybrid R Pedalen passiert mir das nicht mehr. Der Weichkunststoff hällt meine Füße an Ort und Stelle und verhindert die unschönen Zeichen meines Hobbys.</p>",ACID,,Teile > Pedale,"accessory, ACID, imported-2025-08-07, imported-ecom, Pedale, Teile",true,Title,Default Title,,,,,,,,'92420,1.0,shopify,deny,manual,49.90,64.90,true,true,'4054571164636,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/92420-d-01.jpg?v=1754585068,1,ACID Pedals FLAT A2-IB Hybrid R - black,false,ACID Pedals FLAT A2-IB Hybrid R - black,"Auf den optimalen Halt meiner Pedale würde ich nie verzichten wollen, jedoch kann ich auf die schmerzhaften Wunden an meinen Waden verzichten, wenn ich doch mal",,,,,new,FALSE,ACID,,,,,,,,,,g,,24.94,active
acid-pedals-flat-a3-zp-r-oil-slick,ACID Pedals FLAT A3-ZP R - oil slick,"",ACID,,Teile > Pedale,"accessory, ACID, imported-2025-08-07, imported-ecom, Pedale, Teile",true,Title,Default Title,,,,,,,,'92408,0.0,shopify,deny,manual,54.90,,true,true,'4054571164513,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/92408-d-01.jpg?v=1754585067,1,ACID Pedals FLAT A3-ZP R - oil slick,false,ACID Pedals FLAT A3-ZP R - oil slick,,,,,,new,FALSE,ACID,,,,,,,,,,g,,20.78,active
acid-pedals-flat-a3-zp-r-yellow,ACID Pedals FLAT A3-ZP R - Yellow,"",ACID,,Teile > Pedale,"accessory, ACID, imported-2025-08-07, imported-ecom, Pedale, Teile",true,Title,Default Title,,,,,,,,'92406,0.0,shopify,deny,manual,44.90,,true,true,'4054571164490,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/92406-d-01.jpg?v=1754585066,1,ACID Pedals FLAT A3-ZP R - Yellow,false,ACID Pedals FLAT A3-ZP R - Yellow,,,,,,new,FALSE,ACID,,,,,,,,,,g,,16.63,active
rfr-cleats-spd-sl-6,RFR Cleats SPD - SL 6°,"",RFR,,Teile > Pedale,"accessory, imported-2025-08-07, imported-ecom, Pedale, RFR, Teile",true,Title,Default Title,,,,,,,,'14126,0.0,shopify,deny,manual,21.90,,true,true,'4250589444535,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/14126-0.png?v=1754585065,1,RFR Cleats SPD - SL 6°,false,Tacchetti RFR SPD - SL 6°,,,,,,new,FALSE,RFR,,,,,,,,,,g,,7.18,active
inner-tube-27529-mtb-agv-40-mm-4060-584635-schrader,"Inner Tube 27,5""/29"" MTB AGV 40 mm  40/60-584/635 - Schrader",<p>#N/A</p>,CUBE,,Teile > Räder,"accessory, CUBE, imported-2025-08-07, imported-ecom, Räder, Teile",true,Title,Default Title,,,,,,,,'13543,0.0,shopify,deny,manual,6.50,,true,true,'4250589430835,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/13543-0.png?v=1754585064,1,"Inner Tube 27,5""/29"" MTB AGV 40 mm  40/60-584/635 - Schrader",false,"Inner Tube 27,5""/29"" MTB AGV 40 mm  40/60-584/635 - Schrader",#N/A,,,,,new,FALSE,CUBE,,,,,,,,,,g,,1.46,active
cube-stem-agree-cross-race-90mm,CUBE Stem Agree / Cross Race 90mm,"",CUBE,,Teile > Lenker,"accessory, CUBE, imported-2025-08-07, imported-ecom, Lenker, Teile",true,Title,Default Title,,,,,,,,'12826,0.0,shopify,deny,manual,54.90,,true,true,'4054571164728,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/12826-d-00_412a5c7b-ecd5-42f8-a1de-d78feb48967a.jpg?v=1754585063,1,CUBE Stem Agree / Cross Race 90mm,false,CUBE Stem Agree / Cross Race 90mm,,,,,,new,FALSE,CUBE,,,,,,,,,,g,,,active
cube-vorbau-agree-cross-race-80mm,CUBE Vorbau Agree / Cross Race 80mm,"",CUBE,,Teile > Lenker,"accessory, CUBE, imported-2025-08-07, imported-ecom, Lenker, Teile",true,Title,Default Title,,,,,,,,'12826,0.0,shopify,deny,manual,54.90,,true,true,'4054571164711,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/12826-d-00.jpg?v=1754585062,1,CUBE Vorbau Agree / Cross Race 80mm,false,CUBE Stem Agree / Cross Race 80mm,,,,,,new,FALSE,CUBE,,,,,,,,,,g,,26.24,active
acid-disc-brake-pad-avid-elixir-trail-x0x9x7-sram-guide-r-organic,"ACID Disc Brake Pad Avid Elixir Trail X0/X9/X7, SRAM Guide R Organic","<p>Reibmittel der ""Organic""-Kategorie bestehend aus Fasern, die aus Glas, Gummi, Carbon bzw. Kevlar® und Twaron® gewonnen werden können. Ferner bestehen sie aus Füllstoffen und temperarturresistenten Kunst- bzw. Naturharzen. Diese Beläge gelten als weicher, leiser, sie stehen aber auch im Ruf eines schnellen Verschleißes und Entwicklung von mehr Bremsstaub. Dazu entwickeln sie, vor allem nach einer erhöhten Temperaturbeaufschlagung, ein schlechteres Reibeverhalten. Sie sind für den Hobby- und Einsteigerbereich konzipiert.</p>",ACID,,Teile > Bremsen,"accessory, ACID, Bremsen, disc-brake, imported-2025-08-07, imported-ecom, sram, Teile",true,Title,Default Title,,,,,,,,'93649,0.0,shopify,deny,manual,18.90,,true,true,'4054571164292,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/93649-0.png?v=1754585061,1,"ACID Disc Brake Pad Avid Elixir Trail X0/X9/X7, SRAM Guide R Organic",false,"ACID Disc Brake Pad Avid Elixir Trail X0/X9/X7, SRAM Guide R Organic","Reibmittel der ""Organic""-Kategorie bestehend aus Fasern, die aus Glas, Gummi, Carbon bzw. Kevlar® und Twaron® gewonnen werden können. Ferner bestehen sie aus Fü",,,,,new,FALSE,ACID,,,,,,,,,,g,,3.72,active
acid-tube-28-road-super-lite-sv-40-mm-2832-622630,"ACID Tube 28"" ROAD Super Lite SV 40 mm 28/32-622/630","",ACID,,Teile > Räder,"accessory, ACID, imported-2025-08-07, imported-ecom, racing, road, Räder, Teile",true,Title,Default Title,,,,,,,,'93569,0.0,shopify,deny,manual,10.90,,true,true,'4054571188694,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/93569-0.png?v=1754585060,1,"ACID Tube 28"" ROAD Super Lite SV 40 mm 28/32-622/630",false,"ACID Tube 28"" ROAD Super Lite SV 40 mm 28/32-622/630",,,,,,new,FALSE,ACID,,,,,,,,,,g,,2.01,active
acid-front-carrier-compact-20,"ACID Front Carrier COMPACT 20""",<p>Praktisch und variabel. Im Großstadt-Jungel kann ich zusätzliches Gepäck und Einkäufe einfach auf meinen Frontträger packen. Die durchdacht angeordneten Ösen und Aussparungen bieten mir hier außerdem die Möglichkeit alles fest mit Spanngurten verzurren zu können.</p>,ACID,,Zubehör > Gepäckträger,"ACID, carrier, Gepäckträger, imported-2025-08-07, imported-ecom, luggage, rack, Zubehör",true,Title,Default Title,,,,,,,,'93151,1.0,shopify,deny,manual,34.90,44.90,true,true,'4054571181251,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/93151-0.png?v=1754585059,1,"ACID Front Carrier COMPACT 20""",false,"ACID Front Carrier COMPACT 20""",Praktisch und variabel. Im Großstadt-Jungel kann ich zusätzliches Gepäck und Einkäufe einfach auf meinen Frontträger packen. Die durchdacht angeordneten Ösen un,,,,,new,FALSE,ACID,,,,,,,,,,g,,16.63,active
vorbau-performance-e-mtb-35-90mm-318,Vorbau PERFORMANCE E-MTB 35° 90mm /31.8,"<p>Der CPS-E Vorbau passt perfekt zu Ihrem E-Bike, ersetzt den serienmäßig verbauten CPS-E mit 12° , bei gleicher Designsprache.</p>",ACID,,Teile > Lenker,"ACID, e-bike, electric, imported-2025-08-07, imported-ecom, Lenker, Teile",true,Title,Default Title,,,,,,,,'8021,0.0,shopify,deny,manual,49.90,54.90,true,true,'4054571163356,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/8021-f1-00_9074a379-8254-4519-a778-dfb4fb9ebd4b.png?v=1754585058,1,Vorbau PERFORMANCE E-MTB 35° 90mm /31.8,false,Stem PERFORMANCE E-MTB 35° 90mm /31.8,"Der CPS-E Vorbau passt perfekt zu Ihrem E-Bike, ersetzt den serienmäßig verbauten CPS-E mit 12° , bei gleicher Designsprache.",,,,8021,new,FALSE,ACID,,,,,,,,,,g,,20.79,active
vorbau-performance-e-mtb-35-70mm-318,Vorbau PERFORMANCE E-MTB 35° 70mm / 31.8,"<p>Der CPS-E Vorbau passt perfekt zu Ihrem E-Bike, ersetzt den serienmäßig verbauten CPS-E mit 12° , bei gleicher Designsprache.</p>",CUBE,,Teile > Lenker,"CUBE, e-bike, electric, imported-2025-08-07, imported-ecom, Lenker, Teile",true,Title,Default Title,,,,,,,,'8021,0.0,shopify,deny,manual,49.90,54.90,true,true,'4054571163349,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/8021-f1-00.png?v=1754585058,1,Vorbau PERFORMANCE E-MTB 35° 70mm / 31.8,false,Stem PERFORMANCE E-MTB 35° 70mm,"Der CPS-E Vorbau passt perfekt zu Ihrem E-Bike, ersetzt den serienmäßig verbauten CPS-E mit 12° , bei gleicher Designsprache.",,,,8021,new,FALSE,CUBE,,,,,,,,,,g,,20.79,active
acid-grips-icon-pro-orange,ACID Grips ICON PRO Orange,"<p>Performance durch Ergonomie! Die durchdachte Flächenaufteilung der ACID Griffe ICON PRO bietet dir höchste Kontrolle bei extremen Runs auf dem Trail. Durch die ACID Logo Struktur auf der Oberseite rutscht deine Hand auch bei sportlichen Manövern nicht ab. Auf der Unterseite schont die glatte Relief Zone den empfindlichen Daumenknöchel vor zu viel Reibung, während die Traction Zone deinen Fingerspitzen sicheren Halt bietet, sodass du dich optimal in den Griff krallen kannst. Praktisch: der ACID GILink zur Montage von Zubehörteilen. So kann zum Beispiel ein Werkzeugtool im Lenkerinneren versenkt werden.</p>",ACID,,Teile > Griffe,"accessory, ACID, Griffe, imported-2025-08-07, imported-ecom, Teile",true,Title,Default Title,,,,,,,,'94787,0.0,shopify,deny,manual,12.90,16.90,true,true,'4054571230188,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/94787-d-00.jpg?v=1754585056,1,ACID Grips ICON PRO Orange,false,ACID Grips ICON PRO Orange,Performance durch Ergonomie! Die durchdachte Flächenaufteilung der ACID Griffe ICON PRO bietet dir höchste Kontrolle bei extremen Runs auf dem Trail. Durch die ,,,,,new,FALSE,ACID,,,,,,,,,,g,,6.22,active
quick-release-set-for-carrier-alum-length-210mm,"Quick release set for carrier alum., length 210mm","",m-wave,,Zubehör > Anhänger,"Anhänger, cargo, imported-2025-08-07, imported-ecom, m-wave, trailer, transport, Zubehör",true,Title,Default Title,,,,,,,,'2065110500,0.0,shopify,deny,manual,9.35,,true,true,'887539025496,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/35288e33-2281-4902-92ed-e3b0db377370.webp?v=1754585054,1,"Quick release set for carrier alum., length 210mm",false,"Quick release set for carrier alum., length 210mm",,,,,,new,FALSE,m-wave,,,,,,,,,,g,,4.50,active
fahrer-saddle-cover-nero,Fahrer saddle cover Nero,"",Fahrer,,Zubehör > Regenschutz,"accessory, Fahrer, imported-2025-08-07, imported-ecom, Regenschutz, Zubehör",true,Title,Default Title,,,,,,,,'2085900200,0.0,shopify,deny,manual,10.24,,true,true,'4260416640016,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/9c8d31a0-e651-4aca-bd29-a2a667d6f0d3.webp?v=1754585054,1,Fahrer saddle cover Nero,false,Fahrer saddle cover Nero,,,,,,new,FALSE,Fahrer,,,,,,,,,,g,,5.36,active
burley-standard-coupling-for-qrfull-axle,Burley standard coupling for QR/full axle,"",Burley,,Zubehör > Anhänger,"Anhänger, Burley, cargo, imported-2025-08-07, imported-ecom, trailer, transport, Zubehör",true,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,28.09,,true,true,'840840009159,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/93cae1b1-1d2b-4792-a2e9-ede4201ec58a.webp?v=1754585052,1,Burley standard coupling for QR/full axle,false,Burley standard coupling for QR/full axle,,,,,,new,FALSE,Burley,,,,,,,,,,g,,17.73,active
dt-swiss-rim-r-470-db-28-black-32-hole-622-20-vh-65mm,"DT Swiss rim R 470 DB 28"", black, 32-hole, 622-20, VH 6.5mm","",DT Swiss,,Teile > Räder,"accessory, DT Swiss, imported-2025-08-07, imported-ecom, Räder, Teile",true,Title,Default Title,,,,,,,,'2040006503,0.0,shopify,deny,manual,40.30,,true,true,'7613052037493,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/c9738ee5-938b-442f-861a-1ea18b26265a.webp?v=1754585051,1,"DT Swiss rim R 470 DB 28"", black, 32-hole, 622-20, VH 6.5mm",false,"DT Swiss rim R 470 DB 28"", black, 32-hole, 622-20, VH 6.5mm",,,,,,new,FALSE,DT Swiss,,,,,,,,,,g,,23.79,active
disco-freno-203-flottante,Disco freno 203 flottante,"",Braking,,Teile > Bremsen,"accessory, Braking, Bremsen, imported-2025-08-07, imported-ecom, Teile",false,Title,Default Title,,,,,,,,EPR2003,0.0,shopify,deny,manual,91.50,,true,true,'8059307531597,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/screenshot-2022-07-30-at-113319.png?v=1754585051,1,Disco freno 203 flottante,false,Disco freno 203 flottante,,,,,EPR2003,new,FALSE,Braking,,,,,,,,,,g,,45.60,draft
cube-compact-hybrid-500-cottonnreflex-20-one-size,"Cube Compact Hybrid 500 cotton'n'reflex 20"": ONE SIZE","",CUBE,,E-Bikes > E-bike City & Trekking > Kompaktes / Faltbares E-bike,"city, commuter, compact, CUBE, e-bike, E-bike City & Trekking, E-Bikes, electric, folding, imported-2025-08-07, imported-ecom, trekking, urban",false,Title,Default Title,,,,,,,,'818300,0.0,shopify,deny,manual,2599.00,,true,true,'4054571465269,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/818300-s-00.jpg?v=1754585051,1,"Cube Compact Hybrid 500 cotton'n'reflex 20"": ONE SIZE",false,"Cube Compact Hybrid 500 cotton'n'reflex 20"": ONE SIZE",,,,,,new,FALSE,CUBE,,,,,,,,,,g,,,draft
remidemi-9d-xl-performance-easy-on-chai-latte-gray-545wh,RemiDemi 9D XL Performance Easy On Chai Latte Gray 545wh,"",Benno,,E-Bikes > E-bike City & Trekking > Niedriger Einstieg,"Benno, city, commuter, e-bike, E-bike City & Trekking, E-Bikes, electric, imported-2025-08-07, imported-ecom, trekking, urban",true,Title,Default Title,,,,,,,,B37050,50000.0,shopify,deny,manual,4159.00,5199.90,true,true,'810076255866,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/benno-remidemi-xl-chai-latte-evo1alt.jpg?v=1754585050,1,RemiDemi 9D XL Performance Easy On Chai Latte Gray 545wh,false,RemiDemi 9D XL Performance Easy On Chai Latte Gray 545wh,,,,,B37050,new,FALSE,Benno,,,,,,,,,,g,,3483.93,active
remidemi-9d-xl-performance-easy-on-anthracite-gray-545wh,RemiDemi 9D XL Performance Easy On Anthracite Gray 545wh,"",Benno,,E-Bikes > E-bike City & Trekking > Niedriger Einstieg,"Benno, city, commuter, e-bike, E-bike City & Trekking, E-Bikes, electric, imported-2025-08-07, imported-ecom, trekking, urban",true,Title,Default Title,,,,,,,,B37052,50000.0,shopify,deny,manual,4159.00,5199.90,true,true,'810076255880,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/benno-remidemi-xl-anthracite-gray-evo1alt.jpg?v=1754585048,1,RemiDemi 9D XL Performance Easy On Anthracite Gray 545wh,false,RemiDemi 9D XL Performance Easy On Anthracite Gray 545wh,,,,,B37052,new,FALSE,Benno,,,,,,,,,,g,,3483.93,active
acid-light-set-pro-100,ACID Light Set PRO 100,"<p>ACID Frontlicht PRO 100 und ACID Rücklicht PRO EVOLUTION sind die perfekten Begleiter, um im Straßenverkehr zu sehen und gesehen zu werden. 100 Lux Leuchtkraft erhellen den Weg vor dir gleichmäßig, während das Rücklicht mit integriertem Bremslicht nachfolgende Verkehrsteilnehmer bei Bremsmanövern warnt. Das asymmetrische Design des Frontlichts ermöglicht eine mittige Positionierung und sorgt für einen cleanen Look am Bike. Dank Lenkerhalter mit Slide-Lock Befestigungssystem vorn und Silikonband hinten lässt sich das Set ganz einfach und werkzeuglos montieren. StVZO-Zulassung, Spritzwasserschutz nach IPX5 sowie USB-C Anschlüsse runden das Paket ab.</p>",ACID,,Zubehör > Lichte,"ACID, imported-2025-08-07, imported-ecom, lamp, Lichte, light, safety, visibility, Zubehör",true,Title,Default Title,,,,,,,,'93531,0.0,shopify,deny,manual,59.90,74.90,true,true,'4054571176400,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/93531-f1-00.png?v=1754585048,1,ACID Light Set PRO 100,false,ACID Light Set PRO 100,"ACID Frontlicht PRO 100 und ACID Rücklicht PRO EVOLUTION sind die perfekten Begleiter, um im Straßenverkehr zu sehen und gesehen zu werden. 100 Lux Leuchtkraft ",,,,,new,FALSE,ACID,,,,,,,,,,g,,29.10,active
kenda-caria-sch48-20x350400,Kenda C.aria SCH48 20x3.50/4.00,"",kenda,,Teile > Räder,"accessory, imported-2025-08-07, imported-ecom, kenda, Räder, Teile",true,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,23.90,,true,true,'4710405481866,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/989200531.jpg?v=1754585046,1,Kenda C.aria SCH48 20x3.50/4.00,false,Kenda C.aria SCH48 20x3.50/4.00,,,,,,new,FALSE,kenda,,,,,,,,,,g,,9.50,active
cube-bearingpivot-set-10x235,"CUBE BEARING_pivot set-ø10x23,5","",CUBE,,Teile,"accessory, CUBE, imported-2025-08-07, imported-ecom, Teile",true,Title,Default Title,,,,,,,,'8539,0.0,shopify,deny,manual,21.50,,true,true,'4054571182418,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/img-20230301-154406.jpg?v=1754585046,1,"CUBE BEARING_pivot set-ø10x23,5",false,"CUBE BEARING_pivot set-ø10x23,5",,,,,8539,new,FALSE,CUBE,,,,,,,,,,g,,10.45,active
braking-cartuccia-di-ricambio-diametro-10mm-per-freni-incas-20,Braking - Cartuccia di ricambio diametro 10mm per freni INCAS 2.0,"",Braking,,Teile > Bremsen,"accessory, Braking, Bremsen, imported-2025-08-07, imported-ecom, Teile",true,Title,Default Title,,,,,,,,PROD034842,0.0,shopify,deny,manual,69.00,,true,true,'8059307530187,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/1432067-388187960-krb003.webp?v=1754585044,1,Braking - Cartuccia di ricambio diametro 10mm per freni INCAS 2.0,false,Braking - Cartuccia di ricambio diametro 10mm per freni INCAS 2.0,,,,,KRB003,new,FALSE,Braking,,,,,,,,,,g,,40.00,active
copertura-supporto-batteria-a-telaio-nero,Copertura supporto batteria a telaio nero,"",Bosch,,Teile > Bosch,"accessory, Bosch, e-bike, electric, imported-2025-08-07, imported-ecom, Teile",true,Title,Default Title,,,,,,,,'0275007425,0.0,shopify,deny,manual,34.90,,true,true,'4047025220156,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/56-59506.jpg?v=1754585043,1,Copertura supporto batteria a telaio nero,false,Copertura supporto batteria a telaio nero,,,,,56.59506,new,FALSE,Bosch,,,,,,,,,,g,,21.50,active
schwalbe-pneumatico-smart-sam-275x260-rigido-performance,Schwalbe - Pneumatico Smart Sam 27.5x2.60 rigido - performance,"",SCHWALBE,,Teile > Räder,"accessory, imported-2025-08-07, imported-ecom, Räder, SCHWALBE, Teile",true,Title,Default Title,,,,,,,,24.68543,0.0,shopify,deny,manual,34.90,,true,true,'4026495819947,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/24-68536.jpg?v=1754585042,1,Schwalbe - Pneumatico Smart Sam 27.5x2.60 rigido - performance,false,Schwalbe - Pneumatico Smart Sam 27.5x2.60 rigido - performance,,,,,24.68543,new,FALSE,SCHWALBE,,,,,,,,,,g,,17.00,active
remidemi-jump-seat-rear-rack,RemiDemi Jump Seat Rear Rack,"",Benno,,Zubehör > Gepäckträger,"Benno, carrier, Gepäckträger, imported-2025-08-07, imported-ecom, luggage, rack, Zubehör",true,Title,Default Title,,,,,,,,A1006,0.0,shopify,deny,manual,139.90,139.90,true,true,'10076250182,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/screenshot-2023-04-07-at-105357.png?v=1754585042,1,RemiDemi Jump Seat Rear Rack,false,RemiDemi Jump Seat Rear Rack,,,,,A1006,new,FALSE,Benno,,,,,,,,,,g,,112.04,active
