Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
shimano-scarpe-da-corsa-uomo-sh-rc3-nr44,shimano- scarpe da corsa uomo SH-RC3 nr.44,"",SHIMANO,,General,"apparel, clothing, cycling, imported-2025-08-07, imported-ecom, SHIMANO, shoes",true,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,112.00,,true,true,'210000015429,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/83-79094-se.webp?v=1754584424,1,shimano- scarpe da corsa uomo SH-RC3 nr.44,false,shimano- scarpe da corsa uomo SH-RC3 nr.44,,,,,,new,FALSE,SHIMANO,,,,,,,,,,g,,58.24,active
pneumatico-continental-double-fighter-iii-275x20-rigido-nero,Pneumatico Continental Double Fighter III 27.5x2.0 rigido nero,"",CONTINENTAL,,Teile > Räder,"accessory, CONTINENTAL, imported-2025-08-07, imported-ecom, Räder, Teile",true,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,26.90,,true,true,'4019238709872,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/24-65636.webp?v=1754584423,1,Pneumatico Continental Double Fighter III 27.5x2.0 rigido nero,false,Pneumatico Continental Double Fighter III 27.5x2.0 rigido nero,,,,,,new,FALSE,CONTINENTAL,,,,,,,,,,g,,14.30,active
remote-hebel-sl-mt500,Remote Hebel SL-MT500,"",SHIMANO,,Teile > Sattelstütze,"accessory, imported-2025-08-07, imported-ecom, Sattelstütze, SHIMANO, Teile",true,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,23.90,26.90,true,true,'192790686646,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/70-77895-001.jpg?v=1754584422,1,Remote Hebel SL-MT500,false,shimano- leva remota SL- MT500 L,,,,,,new,FALSE,SHIMANO,,,,,,,,,,g,,12.35,active
shimano-brake-lever-bl-s7000-r,Shimano brake lever BL-S7000-R,"",SHIMANO,,Teile > Bremsen,"accessory, Bremsen, imported-2025-08-07, imported-ecom, SHIMANO, Teile",true,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,34.00,,true,true,'192790445366,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/74-75336-plg.webp?v=1754584422,1,Shimano brake lever BL-S7000-R,false,Shimano brake lever BL-S7000-R,,,,,,new,FALSE,SHIMANO,,,,,,,,,,g,,26.50,active
orca-m20iteam-53-blue-carbon-view-titan,ORCA M20iTEAM 53 - Blue Carbon View - Titan,"",Orbea,,E-Bikes > Velo Sale,"carbon-frame, discount, e-bike, E-Bikes, imported-2025-08-07, imported-ecom, lightweight, Orbea, sale, Velo Sale",true,Title,Default Title,,,,,,,,N11453AG,20000.0,shopify,deny,manual,3599.00,5099.00,true,true,'8434446242069,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/wc1009d.jpg?v=1754584423,1,ORCA M20iTEAM 53 - Blue Carbon View - Titan,false,ORCA M20iTEAM 53 - Blue Carbon View - Titan,,,,,WC1009D,new,FALSE,Orbea,,,,,,,,,,g,,3046.83,active
mondraker-leader-16-shiny-black-shiny-grey-blue,Mondraker - Leader 16' shiny black / shiny grey blue,"",Mondraker,,"Velos > Kindervelos > 16"" (kid = < 95cm)","bicycle, bike, imported-2025-08-07, imported-ecom, Kindervelos, Mondraker, traditional, Velos",true,Title,Default Title,,,,,,,,010.22287,0.0,shopify,deny,manual,349.00,529.00,true,true,'8435392850155,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/1641193223-2600-61d29f0735d63255427691-leader-16.jpg?v=1754584421,1,Mondraker - Leader 16' shiny black / shiny grey blue,false,Mondraker - Leader 16' shiny black / shiny grey blue,,,,,7002201330,new,FALSE,Mondraker,,,,,,,,,,g,,296.80,active
mondraker-crafty-xr-2022-purplered,Mondraker - Crafty XR 2022 Purple/Red,"",Mondraker,,E-Bikes > E-MTB Fully > 160-infinity,"e-bike, E-Bikes, E-MTB Fully, electric, full-suspension, fully, imported-2025-08-07, imported-ecom, Mondraker, mountain",true,Variant,Default,,,,,,,,010.22237SPE,0.0,shopify,deny,manual,4999.00,8799.00,true,true,'8435392856386,,,,false,Mondraker - Crafty XR 2022 Purple/Red,,,,,7002201616,new,FALSE,Mondraker,,,,,,,,,,g,,5448.96,active
thule-easyfold-xt-2,THULE - EasyFold XT 2,"",THULE,,Zubehör > Anhänger,"Anhänger, cargo, imported-2025-08-07, imported-ecom, THULE, trailer, transport, Zubehör",true,Title,Default Title,,,,,,,,'933100,0.0,shopify,deny,manual,660.00,889.00,true,true,'2100000066590,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/easyfold.jpg?v=1754584417,1,THULE - EasyFold XT 2,false,THULE - EasyFold XT 2,,,,,,new,FALSE,THULE,,,,,,,,,,g,,613.50,active
shimano-spider-sm-cre80b-sm-cre70b,Shimano Spider SM-CRE80B / SM-CRE70B,"",SHIMANO,,Teile > Getriebe und Übersetzung,"accessory, Getriebe und Übersetzung, imported-2025-08-07, imported-ecom, SHIMANO, Teile",true,Title,Default Title,,,,,,,,Y0KJ9801T,0.0,shopify,deny,manual,35.90,,true,true,'4550170818920,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/75-69987-4.webp?v=1754584415,1,Shimano Spider SM-CRE80B / SM-CRE70B,false,Shimano Spider SM-CRE80B / SM-CRE70B,,,,,75.84814,new,FALSE,SHIMANO,,,,,,,,,,g,,24.90,active
shimano-spider-sm-cre80-12-sb,Shimano spider SM-CRE80-12 -SB,"",SHIMANO,,Teile > Getriebe und Übersetzung,"accessory, Getriebe und Übersetzung, imported-2025-08-07, imported-ecom, SHIMANO, Teile",true,Title,Default Title,,,,,,,,Y0KJ00020,0.0,shopify,deny,manual,35.90,,true,true,'4550170787103,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/75-69987-3.webp?v=1754584415,1,Shimano spider SM-CRE80-12 -SB,false,Shimano spider SM-CRE80-12 -SB,,,,,75.83443,new,FALSE,SHIMANO,,,,,,,,,,g,,25.90,active
cestino-bask-it-small,Cestino Bask-It Small,"",RACKTIME,,Zubehör > Körbe,"accessory, basket, carrier, imported-2025-08-07, imported-ecom, Körbe, RACKTIME, storage, Zubehör",true,Title,Default Title,,,,,,,,'311220,0.0,shopify,deny,manual,46.50,,true,true,'4048174130082,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/rect.jpg?v=1754584414,1,Cestino Bask-It Small,false,Cestino Bask-It Small,,,,,311220,new,FALSE,RACKTIME,,,,,,,,,,g,,31.50,active
seggiolino-captains-chair-hsd,Seggiolino Captain's Chair HSD,"",Tern,,Zubehör > Kindersitz,"accessory, baby-seat, child-seat, family, imported-2025-08-07, imported-ecom, Kindersitz, Tern, Zubehör",false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,199.00,,true,true,'812741025798,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/h9006c.jpg?v=1754584414,1,Seggiolino Captain's Chair HSD,false,Seggiolino Captain's Chair HSD,,,,,,new,FALSE,Tern,,,,,,,,,,g,,97.02,draft
shimano-wh-mt500-ruota-anteriore-275-copertoncino-100mm-center-lock-sr,"Shimano WH-MT500 ruota anteriore 27,5"" copertoncino 100mm Center-Lock SR","",SHIMANO,,Teile > Räder,"accessory, imported-2025-08-07, imported-ecom, Räder, SHIMANO, Teile",true,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,91.00,,true,true,'210000015390,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/79-70100.webp?v=1754584412,1,"Shimano WH-MT500 ruota anteriore 27,5"" copertoncino 100mm Center-Lock SR",false,"Shimano WH-MT500 ruota anteriore 27,5"" copertoncino 100mm Center-Lock SR",,,,,,new,FALSE,SHIMANO,,,,,,,,,,g,,,active
shimano-cambio-deore-xt-rd-m8100-sgs-12s,Shimano - Cambio Deore XT RD-M8100-SGS 12s,"",SHIMANO,,Teile > Getriebe und Übersetzung,"accessory, Getriebe und Übersetzung, imported-2025-08-07, imported-ecom, SHIMANO, Teile",true,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,118.00,,true,true,'210000015389,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/60-75136.webp?v=1754584411,1,Shimano - Cambio Deore XT RD-M8100-SGS 12s,false,Shimano - Cambio Deore XT RD-M8100-SGS 12s,,,,,,new,FALSE,SHIMANO,,,,,,,,,,g,,97.50,active
bosch-ladegeraet-2a-bes-2,Bosch Ladegerät 2A BES 2,"",Bosch,,Teile > Bosch,"accessory, Bosch, e-bike, electric, imported-2025-08-07, imported-ecom, Teile",false,Title,Default Title,,,,,,,,'12066,0.0,shopify,deny,manual,85.00,,true,true,'4047025498838,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/12066-0.png?v=1754584411,1,Bosch Ladegerät 2A BES 2,false,Bosch Ladegerät 2A BES 2,,,,,,new,FALSE,Bosch,,,,,,,,,,g,,42.68,draft
bosch-led-remote-smart-system-bes-3,Bosch LED Remote SMART System BES 3,"",Bosch,,Teile > Bosch,"accessory, Bosch, e-bike, electric, imported-2025-08-07, imported-ecom, Teile",true,Title,Default Title,,,,,,,,'12044,0.0,shopify,deny,manual,99.90,,true,true,'4054571190352,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/4054571190352.png?v=1754584410,1,Bosch LED Remote SMART System BES 3,false,Bosch LED Remote SMART System BES 3,,,,,,new,FALSE,Bosch,,,,,,,,,,g,,58.20,active
a-head-stem-st-m15-xlc-comp-a-head-stem-st-m15-black-35-1-18-254mm-60mm,"A-Head stem ST-M15 XLC Comp A-head stem ST-M15, black, 35°, 1 1/8"", Ø 25.4mm, 60mm","",GODSPEED ebike,,Teile > Lenker,"accessory, godspeed-ebike, imported-2025-08-07, imported-ecom, Lenker, Teile",true,Title,Default Title,,,,,,,,'2501535900,0.0,shopify,deny,manual,26.01,,true,true,'4032191794563,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/ef7f3a5e-59e1-4cb9-9e78-8f1211645885.webp?v=1754584409,1,"A-Head stem ST-M15 XLC Comp A-head stem ST-M15, black, 35°, 1 1/8"", Ø 25.4mm, 60mm",false,"A-Head stem ST-M15 XLC Comp A-head stem ST-M15, black, 35°, 1 1/8"", Ø 25.4mm, 60mm",,,,,2501535900,new,FALSE,,,,,,,,,,,g,,13.22,active
lumos-ultra-mips-ml-black,LUMOS - Ultra MIPS - M/L - Black,"",Lumos,,Zubehör > Helme > Urban,"Helme, helmet, imported-2025-08-07, imported-ecom, Lumos, protection, safety, Zubehör",true,Title,Default Title,,,,,,,,LHEUT5-M0-BK,0.0,shopify,deny,manual,169.90,,true,true,'810059470125,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/bw-lu-ultramips-blk-ml-4-1.jpg?v=1754584408,1,LUMOS - Ultra MIPS - M/L - Black,false,LUMOS - Ultra MIPS - M/L - Black,,,,,LU-ULTRAMIPS-BLK-ML,new,FALSE,Lumos,,,,,,,,,,g,,96.84,active
kit-bulloni-per-chainring-5steelspblackblack,Kit bulloni per CHAINRING 5STEEL/SPBLACK/BLACK,"",TRUVATIV,,Teile > Getriebe und Übersetzung,"accessory, Getriebe und Übersetzung, imported-2025-08-07, imported-ecom, Teile, TRUVATIV",true,Title,Default Title,,,,,,,,11.6915.015.000,0.0,shopify,deny,manual,11.00,,true,true,'710845408915,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/d1262v.jpg?v=1754584408,1,Kit bulloni per CHAINRING 5STEEL/SPBLACK/BLACK,false,Kit bulloni per CHAINRING 5STEEL/SPBLACK/BLACK,,,,,D1262V,new,FALSE,TRUVATIV,,,,,,,,,,g,,4.90,active
cambio-x01-eagle-axs-upgrade-kit-rocker-lunar-deragliatore-controller-batteria-caricatore,"Cambio X01 Eagle AXS Upgrade Kit, Rocker, Lunar, Deragliatore, Controller, Batteria, Caricatore","",SRAM,,Teile > Getriebe und Übersetzung,"accessory, Getriebe und Übersetzung, imported-2025-08-07, imported-ecom, SRAM, Teile",true,Title,Default Title,,,,,,,,00.7918.132.000,0.0,shopify,deny,manual,700.00,,true,true,'710845869426,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/d7568w.jpg?v=1754584407,1,"Cambio X01 Eagle AXS Upgrade Kit, Rocker, Lunar, Deragliatore, Controller, Batteria, Caricatore",false,"Cambio X01 Eagle AXS Upgrade Kit, Rocker, Lunar, Deragliatore, Controller, Batteria, Caricatore",,,,,D7568W,new,FALSE,SRAM,,,,,,,,,,g,,455.70,active
shimano-supporto-batteriq-da-telaio-bme8030-updown-serratura-cavo-250mm-senza-cavo-per-ew-cp100,Shimano Supporto  batteriq da telaio BME8030 Up/Down serratura cavo 250mm senza cavo per EW-CP100,"",SHIMANO,,Zubehör,"accessory, imported-2025-08-07, imported-ecom, SHIMANO, Zubehör",true,Title,Default Title,,,,,,,,75.81052,0.0,shopify,deny,manual,114.00,,true,true,'4550170765262,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/75-78714-001.webp?v=1754584406,1,Shimano Supporto  batteriq da telaio BME8030 Up/Down serratura cavo 250mm senza cavo per EW-CP100,false,Shimano Supporto  batteriq da telaio BME8030 Up/Down serratura cavo 250mm senza cavo per EW-CP100,,,,,75.81052,new,FALSE,SHIMANO,,,,,,,,,,g,,102.00,active
powertube-625-wh-vertical-noir,PowerTube 625 Wh vertical noir,"",Bosch,,Teile,"accessory, Bosch, imported-2025-08-07, imported-ecom, Teile",true,Title,Default Title,,,,,,,,56.85503,0.0,shopify,deny,manual,899.00,,true,true,,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/56-85503.webp?v=1754584405,1,PowerTube 625 Wh vertical noir,false,PowerTube 625 Wh vertical noir,,,,,BBP3761,new,FALSE,Bosch,,,,,,,,,,g,,,active
caricatore-bosch-4a-smart-system,Caricatore Bosch 4A smart System,"",Bosch,,Teile > Bosch,"accessory, Bosch, e-bike, electric, imported-2025-08-07, imported-ecom, Teile",true,Title,Default Title,,,,,,,,EB12900000,0.0,shopify,deny,manual,119.00,,true,true,'4054289004873,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/56-83014.webp?v=1754584404,1,Caricatore Bosch 4A smart System,false,Caricatore Bosch 4A smart System,,,,,56.83014,new,FALSE,Bosch,,,,,,,,,,g,,75.00,active
shimano-cassette-alivio-cs-hg40-9-velocit-12-36-denti,Shimano Cassette ALIVIO CS-HG40 9-velocità 12-36 denti,"",SHIMANO,,Teile > Getriebe und Übersetzung,"accessory, Getriebe und Übersetzung, imported-2025-08-07, imported-ecom, SHIMANO, Teile",true,Title,Default Title,,,,,,,,ICSHG4009236,0.0,shopify,deny,manual,29.90,,true,true,'4524667579021,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/67-60028.webp?v=1754584403,1,Shimano Cassette ALIVIO CS-HG40 9-velocità 12-36 denti,false,Shimano Cassette ALIVIO CS-HG40 9-velocità 12-36 denti,,,,,67.60029,new,FALSE,SHIMANO,,,,,,,,,,g,,13.35,active
anello-di-rerraggio-bdu3xx-bdu33yy,Anello di rerraggio BDU3xx / BDU33YY,"",Bosch,,Teile > Bosch,"accessory, Bosch, e-bike, electric, imported-2025-08-07, imported-ecom, Teile",true,Title,Default Title,,,,,,,,'1270016489,0.0,shopify,deny,manual,9.90,,true,true,'4054289000417,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/56-70854.webp?v=1754584402,1,Anello di rerraggio BDU3xx / BDU33YY,false,Anello di rerraggio BDU3xx / BDU33YY,,,,,56.70854,new,FALSE,Bosch,,,,,,,,,,g,,6.00,active
pedivelle-170-mm-alu-isis-black,Pedivelle 170 mm alu ISIS black,"",GODSPEED ebike,,Teile > Pedale,"accessory, godspeed-ebike, imported-2025-08-07, imported-ecom, Pedale, Teile",true,Title,Default Title,,,,,,,,BFCC-EB06IS-BK001,0.0,shopify,deny,manual,59.00,,true,true,'7630032516892,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/34-71137_0f21fd76-fd30-47b7-9ac8-7b3d6c564198.webp?v=1754584402,1,Pedivelle 170 mm alu ISIS black,false,Pedivelle 170 mm alu ISIS black,,,,,34.71136,new,FALSE,,,,,,,,,,,g,,32.00,active
axle-maxle-stealth-front-mtb-15x150-length-198mm-thread-length-9mm-thread-pitch-m15x150-bluto-perno,"Axle Maxle Stealth Front MTB, 15x150, Length 198mm, Thread Length 9mm, Thread Pitch M15x1.50 - Bluto - perno passante","",SRAM,,Teile > Räder,"accessory, imported-2025-08-07, imported-ecom, Räder, SRAM, Teile",true,Title,Default Title,,,,,,,,D8434J,0.0,shopify,deny,manual,39.00,,true,true,'710845768224,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/d8434j.jpg?v=1754584402,1,"Axle Maxle Stealth Front MTB, 15x150, Length 198mm, Thread Length 9mm, Thread Pitch M15x1.50 - Bluto - perno passante",false,"Axle Maxle Stealth Front MTB, 15x150, Length 198mm, Thread Length 9mm, Thread Pitch M15x1.50 - Bluto - perno passante",,,,,D8434J,new,FALSE,SRAM,,,,,,,,,,g,,27.44,active
pearl-izumi-select-liner-short-imbottito-donna-black-s,PEARL iZUMi SELECT Liner short imbottito donna black - S,"",Pearl iZUMi,,Zubehör > Bekleidung > Shorts,"apparel, Bekleidung, clothing, gear, imported-2025-08-07, imported-ecom, Pearl iZUMi, Zubehör",true,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,36.00,65.00,true,true,'888687992784,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/57-70595-rs.jpg?v=1754584400,1,PEARL iZUMi SELECT Liner short imbottito donna black - S,false,PEARL iZUMi SELECT Liner short imbottito donna black - S,,,,,,new,FALSE,Pearl iZUMi,,,,,,,,,,g,,34.00,active
cube-silc-180-gabbia-casco-interna,CUBE SILC 180 - gabbia casco interna,"",CUBE,,Zubehör > Helme > MTB,"CUBE, Helme, helmet, imported-2025-08-07, imported-ecom, protection, safety, Zubehör",true,Title,Default Title,,,,,,,,'16160,0.0,shopify,deny,manual,13.90,,true,true,'4250589467404,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/16160-0.png?v=1754584400,1,CUBE SILC 180 - gabbia casco interna,false,CUBE SILC 180 - gabbia casco interna,,,,,16160,new,FALSE,CUBE,,,,,,,,,,g,,6.90,active
borraccia-da-05-l-acid-grip,"Borraccia da 0,5 l ACID Grip","",ACID,,Zubehör > Trinkflaschen,"accessory, ACID, bottle, hydration, imported-2025-08-07, imported-ecom, Trinkflaschen, Zubehör",true,Title,Default Title,,,,,,,,'93302,0.0,shopify,deny,manual,13.90,,true,true,'4054571142924,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/93302-0.png?v=1754584399,1,"Borraccia da 0,5 l ACID Grip",false,"Borraccia da 0,5 l ACID Grip",,,,,93302,new,FALSE,ACID,,,,,,,,,,g,,3.67,active
cassetta-claris-cs-hg50-8v-11-34-t,Cassetta CLARIS CS-HG50 8v 11-34 T,"",SHIMANO,,Teile > Getriebe und Übersetzung,"accessory, Getriebe und Übersetzung, imported-2025-08-07, imported-ecom, SHIMANO, Teile",true,Title,Default Title,,,,,,,,67.69721,0.0,shopify,deny,manual,23.90,,true,true,'4524667400431,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/67-57349-002.webp?v=1754584397,1,Cassetta CLARIS CS-HG50 8v 11-34 T,false,Cassetta CLARIS CS-HG50 8v 11-34 T,,,,,67.69721,new,FALSE,SHIMANO,,,,,,,,,,g,,14.50,active
disco-freno-pr-91-203-mm-6-fori,Disco freno PR-91 203 mm  6 fori,"",BIKE ATTITUDE,,Teile > Bremsen,"accessory, BIKE ATTITUDE, Bremsen, imported-2025-08-07, imported-ecom, Teile",true,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,21.90,,true,true,'4714150558804,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/26-84425_72689a4e-0fa5-46f2-9d04-70550accb82b.webp?v=1754584397,1,Disco freno PR-91 203 mm  6 fori,false,Disco freno PR-91 203 mm  6 fori,,,,,,new,FALSE,BIKE ATTITUDE,,,,,,,,,,g,,8.00,active
disco-freno-pr-91-160-mm-6-fori,Disco freno PR-91 160 mm 6 fori,"",BIKE ATTITUDE,,Teile > Bremsen,"accessory, BIKE ATTITUDE, Bremsen, imported-2025-08-07, imported-ecom, Teile",true,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,17.90,,true,true,'4714150558781,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/26-84425.webp?v=1754584396,1,Disco freno PR-91 160 mm 6 fori,false,Disco freno PR-91 160 mm 6 fori,,,,,,new,FALSE,BIKE ATTITUDE,,,,,,,,,,g,,6.50,active
race-bar-tape-set-pro-carbonio-black-w-carbon-look,"Race bar tape set pro Carbonio, black w. carbon look","",BIKERIBBON,,Teile > Lenker,"accessory, BIKERIBBON, carbon-frame, imported-2025-08-07, imported-ecom, Lenker, lightweight, Teile",true,Title,Default Title,,,,,,,,'2158500200,0.0,shopify,deny,manual,9.90,,true,true,'8027312002050,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/290135de-9a49-4123-a8e4-143d9a179ee9.webp?v=1754584395,1,"Race bar tape set pro Carbonio, black w. carbon look",false,"Race bar tape set pro Carbonio, black w. carbon look",,,,,2158500200,new,FALSE,BIKERIBBON,,,,,,,,,,g,,5.38,active
bikeribbon-nastro-manubrio-nero-lucido,Bikeribbon - Nastro manubrio nero lucido,"",BIKERIBBON,,Teile > Lenker,"accessory, BIKERIBBON, imported-2025-08-07, imported-ecom, Lenker, Teile",true,Title,Default Title,,,,,,,,'2158500000,0.0,shopify,deny,manual,8.90,,true,true,'8027312000056,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/22ec3f35-380a-4cf1-af4d-4b9fbddcae65.webp?v=1754584395,1,Bikeribbon - Nastro manubrio nero lucido,false,Bikeribbon - Nastro manubrio nero lucido,,,,,2158500000,new,FALSE,BIKERIBBON,,,,,,,,,,g,,4.80,active
sidekick-seitliche-tragflaechen-gsd-my21-breite-abstuetzung-fuer-fuesse-oder-taschen,"Sidekick™ Seitliche Tragflächen GSD My21, Breite Abstützung für Füsse oder Taschen","",Tern,,Zubehör,"accessory, imported-2025-08-07, imported-ecom, Tern, Zubehör",true,Title,Default Title,,,,,,,,H9006F,0.0,shopify,deny,manual,132.90,,true,true,'812741025873,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/h9006f.jpg?v=1754584394,1,"Sidekick™ Seitliche Tragflächen GSD My21, Breite Abstützung für Füsse oder Taschen",false,Tern - Pedane poggia piedi posteriori - coppia - GSD Sidekick,,,,,H9006F,new,FALSE,Tern,,,,,,,,,,g,,66.45,active
lookin-evo-moderate-black-unisex,"Lookin Evo Moderate, black, unisex","",Selle Royal,,Teile > Sattel,"accessory, imported-2025-08-07, imported-ecom, Sattel, Selle Royal, Teile",true,Title,Default Title,,,,,,,,'2205614100,0.0,shopify,deny,manual,75.00,,true,true,'8021890579034,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/f85bbb27-b81e-464c-8630-ded4c0f35751.webp?v=1754584392,1,"Lookin Evo Moderate, black, unisex",false,"Lookin Evo Moderate, black, unisex",,,,,2205614100,new,FALSE,Selle Royal,,,,,,,,,,g,,36.73,active
barra-di-fissaggio-per-telaio-zenith,barra di fissaggio per telaio Zenith,"",Hamax,,Zubehör > Kindersitz,"accessory, baby-seat, child-seat, family, Hamax, imported-2025-08-07, imported-ecom, Kindersitz, Zubehör",true,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,32.90,,true,true,'7029776040150,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/image-30884.jpg?v=1754584391,1,barra di fissaggio per telaio Zenith,false,barra di fissaggio per telaio Zenith,,,,,,new,FALSE,Hamax,,,,,,,,,,g,,22.00,active
lucchetto-a-catena-90-cm-35-mm-combinazione-numerica,"Lucchetto a catena 90 cm, Ø 3.5 mm - combinazione numerica","",Incirda,,Zubehör > Schlösser,"anti-theft, imported-2025-08-07, imported-ecom, Incirda, lock, Schlösser, security, Zubehör",true,Title,Default Title,,,,,,,,309259.10,0.0,shopify,deny,manual,19.90,,true,true,'7611695001697,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/309259-10-01-1.webp?v=1754584391,1,"Lucchetto a catena 90 cm, Ø 3.5 mm - combinazione numerica",false,"Lucchetto a catena 90 cm, Ø 3.5 mm - combinazione numerica",,,,,309259.10,new,FALSE,Incirda,,,,,,,,,,g,,8.00,active
pneumatico-g-one-allround-700x40c-addix-tl-easy-black,Pneumatico G-One Allround 700x40C Addix TL-Easy black,"",SCHWALBE,,Teile > Räder,"accessory, imported-2025-08-07, imported-ecom, Räder, SCHWALBE, Teile",true,Title,Default Title,,,,,,,,11600775.01,0.0,shopify,deny,manual,47.90,,true,true,'4026495885669,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/24-85611-01.webp?v=1754584390,1,Pneumatico G-One Allround 700x40C Addix TL-Easy black,false,Pneumatico G-One Allround 700x40C Addix TL-Easy black,,,,,11600775.01,new,FALSE,SCHWALBE,,,,,,,,,,g,,28.00,active
armour-tubeless-pro-275x210-260,"ARMOUR TUBELESS PRO 27.5""x2.10-2.60","",Tannus,,Teile > Räder,"accessory, imported-2025-08-07, imported-ecom, Räder, Tannus, Teile",true,Title,Default Title,,,,,,,,'05995,0.0,shopify,deny,manual,49.94,,true,true,'193751005995,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/qkdw9jzzcrwuc0srydpt.webp?v=1754584389,1,"ARMOUR TUBELESS PRO 27.5""x2.10-2.60",false,"ARMOUR TUBELESS PRO 27.5""x2.10-2.60",,,,,05995,new,FALSE,Tannus,,,,,,,,,,g,,26.69,active
chain-ring-x-sync-2-36t-steel-eagle-bosch-direct-mount-black-b148,Chain Ring X-SYNC 2 36T Steel Eagle Bosch Direct Mount Black B148,"",SRAM,,Teile > Getriebe und Übersetzung,"accessory, e-bike, electric, Getriebe und Übersetzung, imported-2025-08-07, imported-ecom, SRAM, Teile",true,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,23.00,,true,true,'710845839870,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/d7556n.jpg?v=1754584389,1,Chain Ring X-SYNC 2 36T Steel Eagle Bosch Direct Mount Black B148,false,Chain Ring X-SYNC 2 36T Steel Eagle Bosch Direct Mount Black B148,,,,,,new,FALSE,SRAM,,,,,,,,,,g,,11.27,active
